t_s,target_deg,angle_deg,velocity_deg_s,diag_hex,fault,armed,need_calibration
1.539799995953217e-05,89.9998460200004,89.845,0.009,FB0101011F000001,0,False,False
0.05017964199942071,89.4982035800058,89.845,0.009,FB0101011F000001,0,False,False
0.1004431180008396,88.9955688199916,89.845,0.009,FB0101011F000003,0,True,False
0.1506844950017694,88.4931550499823,89.827,-0.369,FB0101011F000003,0,True,False
0.2008360959989659,87.99163904001034,89.756,-1.415,FB0101011F000003,0,True,False
0.2509732469989103,87.4902675300109,89.641,-2.312,FB0101011F000003,0,True,False
0.3011346240018611,86.98865375998139,89.475,-3.305,FB0101011F000003,0,True,False
0.3513057790005405,86.4869422099946,89.263,-4.236,FB0101011F000003,0,True,False
0.40154907000032836,85.98450929999672,89.013,-5.018,FB0101011F000003,0,True,False
0.4517334359989036,85.48266564001096,88.72,-5.854,FB0101011F000003,0,True,False
0.5018769470007101,84.9812305299929,88.394,-6.513,FB0101011F000003,0,True,False
0.5519995399990876,84.48000460000912,88.037,-7.154,FB0101011F000003,0,True,False
0.6021163699988392,83.97883630001161,87.653,-7.664,FB0101011F000003,0,True,False
0.6522975320003752,83.47702467999625,87.248,-8.112,FB0101011F000003,0,True,False
0.7025506899990432,82.97449310000957,86.826,-8.438,FB0101011F000003,0,True,False
0.7527579950001382,82.47242004999862,86.391,-8.692,FB0101011F000003,0,True,False
0.8030228280003939,81.96977171999606,85.954,-8.745,FB0101011F000003,0,True,False
0.8531428349997441,81.46857165000256,85.511,-8.859,FB0101011F000003,0,True,False
0.9033122490000096,80.9668775099999,85.057,-9.079,FB0101011F000003,0,True,False
0.9535641360016598,80.4643586399834,84.588,-9.378,FB0101011F000003,0,True,False
1.0037926779987174,79.96207322001283,84.092,-9.923,FB0101011F000003,0,True,False
1.053919024001516,79.46080975998484,83.583,-10.178,FB0101011F000003,0,True,False
1.1041037489994778,78.95896251000522,83.06,-10.459,FB0101011F000003,0,True,False
1.1542848409990256,78.45715159000974,82.551,-10.178,FB0101011F000003,0,True,False
1.2044633539990173,77.95536646000983,82.054,-9.94,FB0101011F000003,0,True,False
1.2547502029992756,77.45249797000724,81.563,-9.835,FB0101011F000003,0,True,False
1.3048681959990063,76.95131804000994,81.077,-9.712,FB0101011F000003,0,True,False
1.3549888570014446,76.45011142998555,80.595,-9.633,FB0101011F000003,0,True,False
