t_s,target_deg_s,angle_deg,velocity_deg_s,armed,fault,diag_raw
4.309642,-10.0,2.662,-4.057,True,None,FB0000021D000002
4.361500,-10.0,2.489,-3.465,True,None,FB0000021D000002
4.413421,-10.0,2.324,-3.2960000000000003,True,None,FB0000021D000002
4.467452,-10.0,2.125,-3.972,True,None,FB0000021D000002
4.520627,-10.0,1.7750000000000001,-3.38,True,None,FB0000021D000002
4.574687,-10.0,1.606,-3.38,True,None,FB0000021D000002
4.629238,-10.0,1.432,-3.465,True,None,FB0000021D000002
4.682434,-10.0,1.268,-3.2960000000000003,True,None,FB0000021D000002
4.736626,-10.0,1.12,-2.958,True,None,FB0000021D000002
4.789476,-10.0,0.9510000000000001,-3.38,True,None,FB0000021D000002
4.842278,-10.0,0.79,-3.211,True,None,FB0000021D000002
4.896103,-10.0,0.651,-2.789,True,None,FB0000021D000002
4.949371,-10.0,0.524,-2.535,True,None,FB0000021D000002
5.003295,-10.0,0.427,-1.944,True,None,FB0000021D000002
5.056325,-10.0,0.325,-2.028,True,None,FB0000021D000002
5.109966,-10.0,0.232,-1.859,True,None,FB0000021D000002
5.163356,-10.0,0.131,-2.028,True,None,FB0000021D000002
5.215337,-10.0,0.07200000000000001,-1.183,True,None,FB0000021D000002
5.269162,-10.0,0.004,-0.423,True,None,FB0000021D000002
5.322176,-10.0,-0.021,-0.507,True,None,FB0000021D000002
5.375256,-10.0,-0.03,-0.169,True,None,FB0000021D000002
5.429172,-10.0,-0.038,-0.169,True,None,FB0000021D000002
5.482222,-10.0,-0.046,-0.169,True,None,FB0000021D000002
5.538914,0.0,-0.051000000000000004,-0.084,True,None,FB0000021D000002
5.591422,0.0,-0.059000000000000004,-0.169,True,None,FB0000021D000002
5.642997,0.0,-0.046,0.254,True,None,FB0000021D000002
5.696834,0.0,-0.017,0.592,True,None,FB0000021D000002
5.749631,0.0,-0.042,-0.507,True,None,FB0000021D000002
5.803772,0.0,-0.038,0.085,True,None,FB0000021D000002
5.857092,0.0,-0.034,0.084,True,None,FB0000021D000002
5.910454,0.0,-0.03,0.084,True,None,FB0000021D000002
5.964075,0.0,-0.025,0.084,True,None,FB0000021D000002
6.017188,0.0,-0.021,0.085,True,None,FB0000021D000002
6.071121,0.0,-0.038,-0.169,True,None,FB0000021D000002
6.123890,0.0,-0.034,0.084,True,None,FB0000021D000002
6.176737,0.0,-0.034,0.0,True,None,FB0000021D000002
6.232537,0.0,-0.025,0.169,True,None,FB0000021D000002
