t_s,target_deg_s,velocity_deg_s,diag
5.525127640001301,-120,0.169,FB0000021D000002
5.575242155002343,-120,-0.338,FB0000021D000002
5.625338780002494,-120,0.761,FB0000021D000002
5.675477716002206,-120,-0.338,FB0000021D000002
5.725693792999664,0,-0.084,FB0000021D000002
5.775875493000058,0,-0.085,FB0000021D000002
5.826072234001913,0,0.085,FB0000021D000002
5.876319868999417,0,0.0,FB0000021D000002
5.926509635999537,0,-0.169,FB0000021D000002
5.976715841999976,0,0.254,FB0000021D000002
6.026907646999462,0,0.085,FB0000021D000002
6.077076383000531,0,-0.338,FB0000021D000002
6.127259386001242,0,0.338,FB0000021D000002
6.177415131001908,0,-0.085,FB0000021D000002
6.227564540000458,0,0.085,FB0000021D000002
6.277723043000151,0,0.0,FB0000021D000002
6.3278639359996305,0,0.084,FB0000021D000002
6.378154206002364,0,0.169,FB0000021D000002
6.428398670999741,0,-0.254,FB0000021D000002
6.478578398000536,0,0.592,FB0000021D000002
6.528806377002184,0,-0.338,FB0000021D000002
6.578957566001918,0,0.169,FB0000021D000002
6.629117533000681,0,0.0,FB0000021D000002
6.679287568000291,0,0.169,FB0000021D000002
6.729563998000231,0,-0.169,FB0000021D000002
6.77975607800181,0,-0.084,FB0000021D000002
6.829984808999143,0,0.169,FB0000021D000002
6.880199372000789,0,-0.254,FB0000021D000002
6.9303954700008035,0,0.169,FB0000021D000002
6.980576748999738,0,0.169,FB0000021D000002
7.030765538002015,0,-0.084,FB0000021D000002
7.080959019000147,0,0.084,FB0000021D000002
7.131228968999494,0,-0.169,FB0000021D000002
7.181380431000434,0,0.085,FB0000021D000002
7.231634604999272,0,0.0,FB0000021D000002
7.281788732001587,0,-0.085,FB0000021D000002
7.331922009001573,0,0.085,FB0000021D000002
7.382073965000018,0,-0.169,FB0000021D000002
7.4322788909994415,0,0.169,FB0000021D000002
7.482445900001039,0,-0.085,FB0000021D000002
7.532694248002372,0,0.085,FB0000021D000002
7.582845218999864,0,0.169,FB0000021D000002
7.6329870900008245,0,0.0,FB0000021D000002
7.683081758001208,0,-0.338,FB0000021D000002
8.283362386999215,0,-0.085,FB0000021D000002
