t_s,target_deg_s,angle_deg,velocity_deg_s,armed,fault,diag_raw
2.518835,10.0,4.466,0.0,True,None,FB0000021D000002
2.572782,10.0,4.471,0.084,True,None,FB0000021D000002
2.626655,10.0,4.466,-0.084,True,None,FB0000021D000002
2.679959,10.0,4.471,0.084,True,None,FB0000021D000002
2.736709,0.0,4.462,-0.169,True,None,FB0000021D000002
2.789797,0.0,4.454,-0.169,True,None,FB0000021D000002
2.842818,0.0,4.471,0.338,True,None,FB0000021D000002
2.896823,0.0,4.449,-0.423,True,None,FB0000021D000002
2.949314,0.0,4.441,-0.169,True,None,FB0000021D000002
3.003049,0.0,4.441,0.0,True,None,FB0000021D000002
3.056282,0.0,4.437,-0.084,True,None,FB0000021D000002
3.109982,0.0,4.433,-0.084,True,None,FB0000021D000002
3.163146,0.0,4.441,0.169,True,None,FB0000021D000002
3.217046,0.0,4.441,0.0,True,None,FB0000021D000002
3.269858,0.0,4.445,0.085,True,None,FB0000021D000002
3.322982,0.0,4.449,0.084,True,None,FB0000021D000002
3.376916,0.0,4.445,-0.084,True,None,FB0000021D000002
3.429835,0.0,4.449,0.084,True,None,FB0000021D000002
3.482843,0.0,4.445,-0.084,True,None,FB0000021D000002
3.538141,-10.0,4.437,-0.169,True,None,FB0000021D000002
3.590918,-10.0,4.441,0.084,True,None,FB0000021D000002
3.643441,-10.0,4.386,-1.099,True,None,FB0000021D000002
3.696062,-10.0,4.226,-3.211,True,None,FB0000021D000002
3.748628,-10.0,3.968,-5.155,True,None,FB0000021D000002
3.802670,-10.0,3.68,-5.747,True,None,FB0000021D000002
3.856121,-10.0,3.364,-6.338,True,None,FB0000021D000002
3.908438,-10.0,3.0420000000000003,-6.423,True,None,FB0000021D000002
3.961912,-10.0,2.6750000000000003,-7.352,True,None,FB0000021D000002
4.015269,-10.0,2.324,-7.014,True,None,FB0000021D000002
4.068429,-10.0,1.961,-7.268,True,None,FB0000021D000002
4.121936,-10.0,1.234,-7.521,True,None,FB0000021D000002
4.174562,-10.0,0.904,-6.5920000000000005,True,None,FB0000021D000002
4.227266,-10.0,0.5750000000000001,-6.5920000000000005,True,None,FB0000021D000002
4.280641,-10.0,0.27,-6.085,True,None,FB0000021D000002
4.333724,-10.0,0.013000000000000001,-5.155,True,None,FB0000021D000002
4.387314,-10.0,-0.17300000000000001,-3.718,True,None,FB0000021D000002
4.440730,-10.0,-0.27,-1.944,True,None,FB0000021D000002
4.493240,-10.0,-0.308,-0.761,True,None,FB0000021D000002
4.547449,-10.0,-0.325,-0.338,True,None,FB0000021D000002
4.600675,-10.0,-0.325,0.0,True,None,FB0000021D000002
4.652736,-10.0,-0.325,0.0,True,None,FB0000021D000002
4.706674,-10.0,-0.325,0.0,True,None,FB0000021D000002
4.759509,-10.0,-0.334,-0.169,True,None,FB0000021D000002
4.813293,-10.0,-0.342,-0.169,True,None,FB0000021D000002
4.866082,-10.0,-0.334,0.169,True,None,FB0000021D000002
4.918438,-10.0,-0.334,0.0,True,None,FB0000021D000002
4.972252,-10.0,-0.334,0.0,True,None,FB0000021D000002
5.025353,-10.0,-0.334,0.0,True,None,FB0000021D000002
5.079045,-10.0,-0.334,0.0,True,None,FB0000021D000002
5.132858,-10.0,-0.33,0.084,True,None,FB0000021D000002
5.186000,-10.0,-0.334,-0.084,True,None,FB0000021D000002
5.239880,-10.0,-0.338,-0.085,True,None,FB0000021D000002
5.293166,-10.0,-0.34600000000000003,-0.169,True,None,FB0000021D000002
5.347126,-10.0,-0.34600000000000003,0.0,True,None,FB0000021D000002
5.400304,-10.0,-0.334,0.254,True,None,FB0000021D000002
5.454152,-10.0,-0.334,0.0,True,None,FB0000021D000002
5.511675,0.0,-0.33,0.084,True,None,FB0000021D000002
5.564226,0.0,-0.338,-0.169,True,None,FB0000021D000002
5.617178,0.0,-0.334,0.085,True,None,FB0000021D000002
5.670070,0.0,-0.308,0.423,True,None,FB0000021D000002
5.722484,0.0,-0.3,0.169,True,None,FB0000021D000002
5.775002,0.0,-0.304,-0.084,True,None,FB0000021D000002
5.827276,0.0,-0.296,0.169,True,None,FB0000021D000002
5.879571,0.0,-0.296,0.0,True,None,FB0000021D000002
5.932026,0.0,-0.296,0.0,True,None,FB0000021D000002
5.986193,0.0,-0.292,0.084,True,None,FB0000021D000002
6.039301,0.0,-0.304,-0.254,True,None,FB0000021D000002
6.093539,0.0,-0.3,0.084,True,None,FB0000021D000002
6.146644,0.0,-0.304,-0.084,True,None,FB0000021D000002
6.200449,0.0,-0.296,0.169,True,None,FB0000021D000002
6.256914,0.0,-0.304,-0.169,True,None,FB0000021D000002
