t_s,target_deg_s,velocity_deg_s,diag
8.875602624997555,0.0,-0.423,FB0000021D000002
8.927646702999482,0.0,0.338,FB0000021D000002
8.979727046000335,0.0,-0.084,FB0000021D000002
9.031934824997734,0.0,-0.169,FB0000021D000002
9.084020300997508,0.0,0.0,FB0000021D000002
9.13615093199769,0.0,0.0,FB0000021D000002
9.187958308000816,0.0,0.0,FB0000021D000002
9.241303160997631,0.0,-0.338,FB0000021D000002
9.29343707299995,0.0,-0.338,FB0000021D000002
9.34564406699792,0.0,0.084,FB0000021D000002
9.397773953998694,0.0,-0.423,FB0000021D000002
9.449983932998293,0.0,0.169,FB0000021D000002
9.502011562999542,0.0,0.169,FB0000021D000002
9.55448092000006,0.0,0.169,FB0000021D000002
9.606503005998093,0.0,0.169,FB0000021D000002
9.658552526998392,0.0,0.084,FB0000021D000002
9.710383980000188,0.0,0.0,FB0000021D000002
9.762803261000954,0.0,0.0,FB0000021D000002
10.417046793998452,0.0,0.169,FB0000021D000002
