t_s,target_deg_s,velocity_deg_s,diag
7.136969544000749,60,0.084,FB0000021D000002
7.187198273000831,60,-0.254,FB0000021D000002
7.237450926000747,60,0.254,FB0000021D000002
7.287674325001717,60,0.084,FB0000021D000002
7.337943674003327,60,-0.253,FB0000021D000002
7.388176113003283,60,0.084,FB0000021D000002
7.4384851710019575,60,-0.169,FB0000021D000002
7.488714524002717,60,0.169,FB0000021D000002
7.538970274003077,60,0.169,FB0000021D000002
7.589200472000812,60,0.0,FB0000021D000002
7.639518093001243,60,0.084,FB0000021D000002
7.689859541002079,60,-0.169,FB0000021D000002
7.7402153050024936,60,-0.084,FB0000021D000002
7.790490508003131,60,0.338,FB0000021D000002
7.840771937000682,60,-0.169,FB0000021D000002
7.891049202000431,60,0.084,FB0000021D000002
7.941368892003084,60,0.085,FB0000021D000002
7.991601903002447,60,-0.085,FB0000021D000002
8.041864671002259,60,0.0,FB0000021D000002
8.092133571000886,60,0.169,FB0000021D000002
8.14237802900243,60,-0.169,FB0000021D000002
8.192580732000351,60,0.085,FB0000021D000002
8.242850470000121,60,0.084,FB0000021D000002
8.29306047800128,60,-0.169,FB0000021D000002
8.343330683001113,60,0.169,FB0000021D000002
8.393540304001363,60,0.254,FB0000021D000002
8.443836072001432,60,-0.169,FB0000021D000002
8.494050529003289,60,0.169,FB0000021D000002
8.544329352000204,60,0.084,FB0000021D000002
8.594551685000624,60,0.254,FB0000021D000002
8.644819868000923,60,0.0,FB0000021D000002
8.695053840001492,60,0.169,FB0000021D000002
8.745318369001325,60,0.423,FB0000021D000002
8.795525068002462,60,0.761,FB0000021D000002
8.845796115001576,60,2.704,FB0000021D000002
8.89601983600005,60,10.479,FB0000021D000002
8.946392983001715,60,24.254,FB0000021D000002
8.996706612000708,60,28.142,FB0000021D000002
9.047039916000358,60,18.085,FB0000021D000002
9.097384790002252,60,7.014,FB0000021D000002
9.147726834002242,60,1.859,FB0000021D000002
9.197963048001839,60,0.761,FB0000021D000002
9.248319375001302,60,-0.084,FB0000021D000002
9.298536054000579,60,0.338,FB0000021D000002
9.348911732002307,0,0.0,FB0000021D000002
9.399196183003369,0,-0.084,FB0000021D000002
9.449577606003004,0,-0.169,FB0000021D000002
9.499876821002545,0,0.084,FB0000021D000002
9.550158846002887,0,0.085,FB0000021D000002
9.6003693820021,0,0.084,FB0000021D000002
9.650627153001551,0,-0.169,FB0000021D000002
9.70089149800333,0,0.254,FB0000021D000002
9.75126394900144,0,-0.254,FB0000021D000002
9.801586069002951,0,0.0,FB0000021D000002
9.851944370002457,0,0.085,FB0000021D000002
9.902288697001495,0,0.0,FB0000021D000002
9.952640989002248,0,0.084,FB0000021D000002
10.00291289800225,0,-0.169,FB0000021D000002
10.05322245500065,0,0.169,FB0000021D000002
10.103470179001306,0,-0.169,FB0000021D000002
10.153771579000022,0,0.169,FB0000021D000002
10.204023070000403,0,0.0,FB0000021D000002
10.254316528000345,0,-0.169,FB0000021D000002
10.304527546002646,0,0.169,FB0000021D000002
10.354773752002075,0,0.084,FB0000021D000002
10.40502409200053,0,-0.084,FB0000021D000002
10.455268468002032,0,0.0,FB0000021D000002
10.505467984999996,0,0.0,FB0000021D000002
10.555714211001032,0,0.084,FB0000021D000002
10.605928853001387,0,-0.169,FB0000021D000002
10.656216150000546,0,0.085,FB0000021D000002
10.706464709001011,0,0.253,FB0000021D000002
10.75671673800025,0,-0.169,FB0000021D000002
10.80699967200053,0,0.0,FB0000021D000002
10.857297392001783,0,-0.169,FB0000021D000002
10.907530215001316,0,-0.084,FB0000021D000002
10.957769953001844,0,0.254,FB0000021D000002
11.007956493001984,0,-0.084,FB0000021D000002
11.058179330000712,0,0.084,FB0000021D000002
11.108459565002704,0,0.0,FB0000021D000002
11.158706128000631,0,0.084,FB0000021D000002
11.208910946003016,0,-0.254,FB0000021D000002
11.259101231000386,0,-0.169,FB0000021D000002
11.309347130001697,0,0.338,FB0000021D000002
11.909868635000748,0,0.084,FB0000021D000002
